Date,Tweet,likes_count,nlikes,nreplies,nretweets,replies_count,retweets_count
2018-06-26,"“Virtue signaling” is super annoying &amp; there are lots of phoneys who are actually huge jerks, but jump on every social cause du jour. But I’m really proud of the fact that # of changes Tesla had to make to achieve 100/100 (before even knowing about the LGBTQ index) was zero.",,560.0,17.0,30.0,,
2018-06-26,Then you will really hate that Tesla scored 100/100 four years in a row on LGBTQ equality,,1419.0,21.0,91.0,,
2018-06-26,"What would you love to see in a Tesla pickup truck? I have a few things in mind, but what do you think are small, but important nuances &amp; what would be seriously next level?",,49663.0,24706.0,4338.0,,
2018-06-27,All Tesla vehicles come with cabin overheat protection,,1835.0,62.0,197.0,,
2018-06-27,All Tesla vehicles come with cabin overheat protection,,1827.0,61.0,197.0,,
2018-07-01,"7000 cars, 7 days ♥️ Tesla Team ♥️",,134513.0,4566.0,12039.0,,
2018-07-01,"7000 cars, 7 days ♥️ Tesla Team ♥️",,135511.0,4603.0,12155.0,,
2018-07-05,"Indeed, very simple question. To be specific: did you compensate or promise to compensate Martin Tripp for inside information about Tesla? Did he, under that inducement, provide you with exaggerated negative info, which you printed, but turned out to be untrue?",,974.0,57.0,82.0,,
2018-07-05,Sounds very sketchy if true. is it possible you’re serving as an inside trading source for one of Tesla’s biggest short-sellers? An ex-Tesla employee just went on record formally claiming you bribed him &amp; he sent you valuable Tesla IP in exchange. Is this true?,,1252.0,115.0,145.0,,
2018-07-05,"has published several false articles about Tesla, including a doozy where she claimed Tesla scrapped more batteries than our total S,X &amp;3 production number, which is physically impossible.",,2932.0,76.0,163.0,,
2018-07-05,"has published several false articles about Tesla, including a doozy where she claimed Tesla scrapped more batteries than our total S,X &amp;3 production number, which is physically impossible.",,2909.0,75.0,160.0,,
2018-07-05,Sounds very sketchy if true. is it possible you’re serving as an inside trading source for one of Tesla’s biggest short-sellers? An ex-Tesla employee just went on record formally claiming you bribed him &amp; he sent you valuable Tesla IP in exchange. Is this true?,,1245.0,114.0,145.0,,
2018-07-05,"So publicly stated she stans for Chanos, Tesla’s most prominent short-seller. In her words, he is “one of the greatest.” Her articles print Chanos’s view verbatim. This is not journalism.",,838.0,74.0,59.0,,
2018-07-05,".@Reuters is relentlessly negative about Tesla. They just wrote a bogus article saying S production last week was low by 800 cars. S/X annual prod is set at ~100k, ie 1,900/week. Tesla built 1,913 S/X cars at our standard ~50/50 split last week, which is right on target.",,945.0,56.0,103.0,,
2018-07-05,".@lopezlinette You stated publicly that you “see eye to eye” with Chanos, the most prominent short-seller of Tesla. Have you ever provided him with material non-public information about Tesla?",,748.0,44.0,53.0,,
2018-07-05,"So publicly stated she stans for Chanos, Tesla’s most prominent short-seller. In her words, he is “one of the greatest.” Her articles print Chanos’s view verbatim. This is not journalism.",,829.0,73.0,58.0,,
2018-07-05,Are you 100% certain that stands by &amp; supports everything she’s done? Why won’t Lopez go on record saying that she never offered Tripp anything for inside info or asked him to break his confidentiality agreement by taking detailed video of Tesla IP?,,1501.0,80.0,91.0,,
2018-07-05,"Norwegians are right to be upset with Tesla. We are having trouble expanding our service facilities in Oslo especially. Can solve quickly with Tesla mobile service vans, but awaiting govt permission to do so.",,5328.0,155.0,242.0,,
2018-07-05,"Indeed, very simple question. To be specific: did you compensate or promise to compensate Martin Tripp for inside information about Tesla? Did he, under that inducement, provide you with exaggerated negative info, which you printed, but turned out to be untrue?",,965.0,57.0,81.0,,
2018-07-05,".@Reuters is relentlessly negative about Tesla. They just wrote a bogus article saying S production last week was low by 800 cars. S/X annual prod is set at ~100k, ie 1,900/week. Tesla built 1,913 S/X cars at our standard ~50/50 split last week, which is right on target.",,955.0,56.0,103.0,,
2018-07-05,"Norwegians are right to be upset with Tesla. We are having trouble expanding our service facilities in Oslo especially. Can solve quickly with Tesla mobile service vans, but awaiting govt permission to do so.",,5364.0,156.0,245.0,,
2018-07-05,Are you 100% certain that stands by &amp; supports everything she’s done? Why won’t Lopez go on record saying that she never offered Tripp anything for inside info or asked him to break his confidentiality agreement by taking detailed video of Tesla IP?,,1518.0,80.0,92.0,,
2018-07-05,".@lopezlinette You stated publicly that you “see eye to eye” with Chanos, the most prominent short-seller of Tesla. Have you ever provided him with material non-public information about Tesla?",,757.0,44.0,54.0,,
2018-07-11,"Definitely. Can’t wait to try that. Been a little distracted past few months on mostly Tesla matters, but back at it soon.",,670.0,31.0,30.0,,
2018-07-11,"Definitely. Can’t wait to try that. Been a little distracted past few months on mostly Tesla matters, but back at it soon.",,664.0,31.0,30.0,,
2018-07-12,Just finished an amazing 3 day visit to China. The world has never seen human energy &amp; vigor at such scale. Incredibly impressed with Tesla China team &amp; potential for the future.,,37913.0,1092.0,2492.0,,
2018-07-12,Just finished an amazing 3 day visit to China. The world has never seen human energy &amp; vigor at such scale. Incredibly impressed with Tesla China team &amp; potential for the future.,,37647.0,1087.0,2464.0,,
2018-07-14,"I’m honored to work with an amazing group of people at Tesla, but always happy to talk to an ace who might want to join",,3610.0,171.0,136.0,,
2018-07-14,"I’m honored to work with an amazing group of people at Tesla, but always happy to talk to an ace who might want to join",,3583.0,169.0,135.0,,
2018-07-21,"Phew 😅. Yeah, we had a drain block 3 months ago &amp; people are working hard to make Tesla successful. Am honored to work with them. Are you trolling for fun or is it part of a job? What motivates you?",,1238.0,49.0,26.0,,
2018-07-21,"Yes, Tesla Model S, X &amp; 3 all automatically keep cabin temperature within safe limits even when parked",,9329.0,219.0,845.0,,
2018-07-21,"Yes, Tesla Model S, X &amp; 3 all automatically keep cabin temperature within safe limits even when parked",,9389.0,220.0,859.0,,
2018-07-21,"Phew 😅. Yeah, we had a drain block 3 months ago &amp; people are working hard to make Tesla successful. Am honored to work with them. Are you trolling for fun or is it part of a job? What motivates you?",,1220.0,48.0,26.0,,
2018-07-23,"Wow, that’s really awesome. Thank you! ♥️@TeslaOwnersUK",,3236.0,55.0,130.0,,
2018-07-23,"Wow, that’s really awesome. Thank you! ♥️@TeslaOwnersUK",,3207.0,54.0,126.0,,
2018-07-26,"Worth another retweet. Hope Dan Neil returns to Twitter. He left due to relentless attacks from short-sellers, who constantly peddle fear, uncertainty &amp; doubt about Tesla. Dan won the Pulitzer &amp; is considered by many to be the best car critic in the world.",,20960.0,770.0,2570.0,,
2018-07-26,"Worth another retweet. Hope Dan Neil returns to Twitter. He left due to relentless attacks from short-sellers, who constantly peddle fear, uncertainty &amp; doubt about Tesla. Dan won the Pulitzer &amp; is considered by many to be the best car critic in the world.",,20810.0,765.0,2541.0,,
2018-07-26,"Worth another retweet. Hope Dan Neil returns to Twitter. He left due to relentless attacks from short-sellers, who constantly peddle fear, uncertainty &amp; doubt about Tesla. Dan won the Pulitzer &amp; is considered by many to be the best car critic in the world.",,20959.0,770.0,2570.0,,
2018-07-31,Tesla body shops are ramping up fast. Aiming to go from 30+ days using external body repair shops to same day body repair with prestocked parts at Tesla service centers.,,707.0,80.0,59.0,,
2018-07-31,Can’t wait to bring Tesla to Brazil. One of my favorite countries!,,1375.0,113.0,143.0,,
2018-07-31,Can’t wait to bring Tesla to Brazil. One of my favorite countries!,,1374.0,113.0,140.0,,
2018-07-31,Tesla body shops are ramping up fast. Aiming to go from 30+ days using external body repair shops to same day body repair with prestocked parts at Tesla service centers.,,712.0,79.0,58.0,,
2018-08-01,Some of best classic games coming as Easter eggs in Tesla V9.0 release in about 4 weeks. Thanks,,32208.0,1379.0,3569.0,,
2018-08-01,"If you’re into video game development, consider applying to Tesla. We want to make super fun games that integrate the center touch screen, phone &amp; car irl.",,70387.0,4118.0,10754.0,,
2018-08-01,Some of best classic games coming as Easter eggs in Tesla V9.0 release in about 4 weeks. Thanks,,31957.0,1365.0,3525.0,,
2018-08-01,"If you’re into video game development, consider applying to Tesla. We want to make super fun games that integrate the center touch screen, phone &amp; car irl.",,69787.0,4087.0,10656.0,,
2018-08-05,"Dang, turns out even Hitler was shorting Tesla stock …",,16829.0,1054.0,2375.0,,
2018-08-05,"Dang, turns out even Hitler was shorting Tesla stock …",,16692.0,1049.0,2333.0,,
2018-08-05,Glad you’re enjoying Model 3 &amp; thanks for buying a Tesla! Major enhancements to Autopilot &amp; fun games coming in a month with V9.0.,,8507.0,333.0,548.0,,
2018-08-05,We’re working on a new Tesla mini-car that can squeeze in an adult,,803.0,173.0,80.0,,
2018-08-05,"Games &amp; other refinements will go to all Tesla S, X &amp; 3 from start of production. Autopilot enhancements apply to all Model 3’s plus S &amp; X made in last few years (needs Autopilot Hardware V2.0 or higher).",,488.0,12.0,29.0,,
2018-08-05,We’re working on a new Tesla mini-car that can squeeze in an adult,,809.0,173.0,82.0,,
2018-08-05,🖤 Tesla Autopilot Team 🖤,,859.0,31.0,42.0,,
2018-08-05,🖤 Tesla Autopilot Team 🖤,,851.0,31.0,42.0,,
2018-08-05,"Games &amp; other refinements will go to all Tesla S, X &amp; 3 from start of production. Autopilot enhancements apply to all Model 3’s plus S &amp; X made in last few years (needs Autopilot Hardware V2.0 or higher).",,483.0,11.0,29.0,,
2018-08-05,Glad you’re enjoying Model 3 &amp; thanks for buying a Tesla! Major enhancements to Autopilot &amp; fun games coming in a month with V9.0.,,8445.0,330.0,537.0,,
2018-08-07,Am considering taking Tesla private at $420. Funding secured.,,85661.0,5944.0,15008.0,,
2018-08-07,My hope is *all* current investors remain with Tesla even if we’re private. Would create special purpose fund enabling anyone to stay with Tesla. Already do this with Fidelity’s SpaceX investment.,,8152.0,484.0,854.0,,
2018-08-07,Absolutely. Am super appreciative of Tesla shareholders. Will ensure their prosperity in any scenario.,,6547.0,265.0,475.0,,
2018-08-07,Am considering taking Tesla private at $420. Funding secured.,,85163.0,5918.0,14868.0,,
2018-08-07,My hope is *all* current investors remain with Tesla even if we’re private. Would create special purpose fund enabling anyone to stay with Tesla. Already do this with Fidelity’s SpaceX investment.,,8122.0,482.0,848.0,,
